East,North,Elevation,Var_1,Var_2,Theoretical_rho
   480.979,   525.629,   -77.685,     1.020,     0.703,     0.034
   482.553,   526.240,   -79.373,     1.045,     0.630,     0.031
   484.127,   526.851,   -81.062,     1.056,     0.558,     0.029
   485.702,   527.462,   -82.751,     0.977,     0.622,     0.026
   487.276,   528.073,   -84.440,     0.945,     0.597,     0.023
   362.100,   544.912,    -0.000,     0.875,     0.411,     0.248
   360.179,   544.357,    -2.000,     0.923,     0.431,     0.252
   358.258,   543.802,    -3.999,     0.946,     0.420,     0.255
   356.337,   543.247,    -5.999,     0.909,     0.440,     0.259
   354.416,   542.692,    -7.999,     0.809,     0.449,     0.262
   352.495,   542.137,    -9.998,     0.813,     0.429,     0.266
   350.573,   541.583,   -11.998,     0.774,     0.401,     0.269
   348.652,   541.028,   -13.997,     0.793,     0.382,     0.272
   346.731,   540.473,   -15.997,     0.877,     0.396,     0.276
   344.810,   539.918,   -17.997,     0.907,     0.390,     0.279
   342.889,   539.363,   -19.996,     0.839,     0.406,     0.283
   340.968,   538.808,   -21.996,     0.832,     0.405,     0.286
   339.047,   538.253,   -23.996,     0.798,     0.382,     0.290
   337.126,   537.699,   -25.995,     0.771,     0.366,     0.293
   335.205,   537.144,   -27.995,     0.738,     0.354,     0.297
   333.283,   536.589,   -29.994,     0.733,     0.316,     0.300
   331.362,   536.034,   -31.994,     0.780,     0.317,     0.304
   329.441,   535.479,   -33.994,     0.792,     0.301,     0.307
   327.520,   534.924,   -35.993,     0.794,     0.306,     0.310
   325.599,   534.369,   -37.993,     0.787,     0.322,     0.314
   323.678,   533.815,   -39.993,     0.777,     0.299,     0.317
   321.757,   533.260,   -41.992,     0.758,     0.302,     0.321
   319.836,   532.705,   -43.992,     0.757,     0.307,     0.324
   317.915,   532.150,   -45.992,     0.848,     0.348,     0.328
   315.993,   531.595,   -47.991,     0.906,     0.343,     0.331
   314.072,   531.040,   -49.991,     0.894,     0.346,     0.335
   312.151,   530.485,   -51.990,     0.890,     0.354,     0.338
   310.230,   529.931,   -53.990,     0.880,     0.356,     0.342
   308.309,   529.376,   -55.990,     0.849,     0.326,     0.345
   306.388,   528.821,   -57.989,     0.816,     0.303,     0.349
   304.467,   528.266,   -59.989,     0.791,     0.317,     0.352
   302.546,   527.711,   -61.989,     0.741,     0.322,     0.355
   300.625,   527.156,   -63.988,     0.687,     0.306,     0.359
   298.703,   526.602,   -65.988,     0.646,     0.318,     0.362
   296.782,   526.047,   -67.987,     0.680,     0.323,     0.366
   294.861,   525.492,   -69.987,     0.688,     0.304,     0.369
   292.940,   524.937,   -71.987,     0.612,     0.307,     0.373
   291.019,   524.382,   -73.986,     0.603,     0.306,     0.376
   289.098,   523.827,   -75.986,     0.643,     0.317,     0.380
   287.177,   523.272,   -77.986,     0.622,     0.308,     0.383
   285.256,   522.718,   -79.985,     0.586,     0.296,     0.387
   283.335,   522.163,   -81.985,     0.583,     0.278,     0.390
   281.413,   521.608,   -83.985,     0.547,     0.293,     0.393
   279.492,   521.053,   -85.984,     0.586,     0.287,     0.397
   277.571,   520.498,   -87.984,     0.543,     0.275,     0.400
   275.650,   519.943,   -89.983,     0.574,     0.261,     0.404
   273.729,   519.388,   -91.983,     0.558,     0.256,     0.407
   271.808,   518.834,   -93.983,     0.569,     0.278,     0.411
   269.887,   518.279,   -95.982,     0.563,     0.273,     0.414
   267.966,   517.724,   -97.982,     0.563,     0.272,     0.418
   266.045,   517.169,   -99.982,     0.568,     0.299,     0.421
   411.091,   628.868,    -0.000,     0.832,     0.392,     0.160
   411.080,   630.803,    -1.935,     0.822,     0.383,     0.160
   411.069,   632.737,    -3.869,     0.895,     0.389,     0.160
   411.058,   634.672,    -5.804,     0.880,     0.383,     0.160
   411.047,   636.607,    -7.739,     0.828,     0.377,     0.160
   411.036,   638.541,    -9.674,     0.842,     0.394,     0.160
   411.025,   640.476,   -11.608,     0.874,     0.435,     0.160
   411.014,   642.411,   -13.543,     0.880,     0.428,     0.160
   411.003,   644.346,   -15.478,     0.874,     0.428,     0.160
   410.992,   646.280,   -17.413,     0.880,     0.481,     0.160
   410.981,   648.215,   -19.347,     0.888,     0.486,     0.160
   410.970,   650.150,   -21.282,     0.936,     0.499,     0.160
   410.959,   652.084,   -23.217,     0.911,     0.444,     0.160
   410.949,   654.019,   -25.151,     0.898,     0.454,     0.160
   410.938,   655.954,   -27.086,     0.972,     0.424,     0.160
   410.927,   657.888,   -29.021,     0.957,     0.429,     0.160
   410.916,   659.823,   -30.956,     0.899,     0.431,     0.160
   410.905,   661.758,   -32.890,     0.891,     0.425,     0.160
   410.894,   663.693,   -34.825,     0.946,     0.464,     0.160
   410.883,   665.627,   -36.760,     0.948,     0.429,     0.160
   410.872,   667.562,   -38.695,     0.902,     0.419,     0.160
   410.861,   669.497,   -40.629,     0.866,     0.460,     0.160
   410.850,   671.431,   -42.564,     0.878,     0.461,     0.160
   410.839,   673.366,   -44.499,     0.752,     0.433,     0.160
   410.828,   675.301,   -46.433,     0.774,     0.439,     0.161
   410.817,   677.235,   -48.368,     0.789,     0.441,     0.161
   410.806,   679.170,   -50.303,     0.780,     0.401,     0.161
   410.795,   681.105,   -52.238,     0.837,     0.393,     0.161
   410.784,   683.039,   -54.172,     0.824,     0.374,     0.161
   410.773,   684.974,   -56.107,     0.833,     0.367,     0.161
   410.762,   686.909,   -58.042,     0.805,     0.441,     0.161
   410.751,   688.844,   -59.977,     0.818,     0.433,     0.161
   410.740,   690.778,   -61.911,     0.960,     0.423,     0.161
   410.729,   692.713,   -63.846,     0.944,     0.458,     0.161
   410.718,   694.648,   -65.781,     1.000,     0.478,     0.161
   410.707,   696.582,   -67.715,     1.002,     0.428,     0.161
   410.696,   698.517,   -69.650,     1.106,     0.444,     0.161
   410.685,   700.452,   -71.585,     1.116,     0.440,     0.161
   410.674,   702.386,   -73.520,     1.219,     0.433,     0.161
   410.663,   704.321,   -75.454,     1.247,     0.434,     0.161
   410.652,   706.256,   -77.389,     1.318,     0.416,     0.161
   410.641,   708.191,   -79.324,     1.279,     0.412,     0.161
   410.630,   710.125,   -81.259,     1.201,     0.435,     0.161
   410.619,   712.060,   -83.193,     1.133,     0.421,     0.161
   410.608,   713.995,   -85.128,     1.209,     0.455,     0.161
   410.597,   715.929,   -87.063,     1.150,     0.451,     0.161
   410.586,   717.864,   -88.997,     1.238,     0.509,     0.161
   410.575,   719.799,   -90.932,     1.176,     0.481,     0.161
   410.564,   721.733,   -92.867,     1.069,     0.441,     0.161
   410.553,   723.668,   -94.802,     1.074,     0.436,     0.161
   410.542,   725.603,   -96.736,     1.042,     0.402,     0.161
   354.190,   697.939,    -0.000,     0.814,     0.375,     0.262
   355.142,   696.213,    -1.971,     0.795,     0.345,     0.261
   356.094,   694.487,    -3.942,     0.735,     0.341,     0.259
   357.046,   692.761,    -5.913,     0.800,     0.364,     0.257
   357.998,   691.035,    -7.885,     0.828,     0.346,     0.256
   358.950,   689.309,    -9.856,     0.847,     0.363,     0.254
   359.901,   687.583,   -11.827,     0.769,     0.352,     0.252
   360.853,   685.857,   -13.798,     0.772,     0.363,     0.250
   361.805,   684.131,   -15.769,     0.777,     0.357,     0.249
   362.757,   682.405,   -17.740,     0.791,     0.383,     0.247
   363.709,   680.679,   -19.711,     0.803,     0.361,     0.245
   364.661,   678.953,   -21.683,     0.843,     0.320,     0.244
   365.613,   677.227,   -23.654,     0.796,     0.331,     0.242
   366.565,   675.500,   -25.625,     0.793,     0.334,     0.240
   367.517,   673.774,   -27.596,     0.732,     0.343,     0.238
   368.468,   672.048,   -29.567,     0.782,     0.352,     0.237
   369.420,   670.322,   -31.538,     0.764,     0.356,     0.235
   370.372,   668.596,   -33.509,     0.846,     0.364,     0.233
   371.324,   666.870,   -35.480,     0.870,     0.376,     0.232
   372.276,   665.144,   -37.452,     0.838,     0.392,     0.230
   373.228,   663.418,   -39.423,     0.878,     0.348,     0.228
   374.180,   661.692,   -41.394,     0.920,     0.348,     0.226
   375.132,   659.966,   -43.365,     0.819,     0.331,     0.225
   376.084,   658.240,   -45.336,     0.815,     0.358,     0.223
   377.036,   656.514,   -47.307,     0.839,     0.417,     0.221
   377.987,   654.788,   -49.278,     0.799,     0.462,     0.220
   378.939,   653.062,   -51.250,     0.797,     0.427,     0.218
   379.891,   651.336,   -53.221,     0.762,     0.480,     0.216
   380.843,   649.610,   -55.192,     0.826,     0.512,     0.214
   381.795,   647.884,   -57.163,     0.850,     0.513,     0.213
   382.747,   646.157,   -59.134,     0.893,     0.504,     0.211
   383.699,   644.431,   -61.105,     0.900,     0.532,     0.209
   384.651,   642.705,   -63.076,     0.899,     0.530,     0.208
   385.603,   640.979,   -65.048,     0.794,     0.485,     0.206
   386.554,   639.253,   -67.019,     0.834,     0.487,     0.204
   387.506,   637.527,   -68.990,     0.777,     0.492,     0.202
   388.458,   635.801,   -70.961,     0.854,     0.502,     0.201
   389.410,   634.075,   -72.932,     0.871,     0.499,     0.199
   390.362,   632.349,   -74.903,     0.884,     0.526,     0.197
   391.314,   630.623,   -76.874,     0.891,     0.452,     0.196
   392.266,   628.897,   -78.846,     0.908,     0.441,     0.194
   393.218,   627.171,   -80.817,     0.899,     0.455,     0.192
   394.170,   625.445,   -82.788,     0.984,     0.459,     0.190
   395.122,   623.719,   -84.759,     1.017,     0.457,     0.189
   396.073,   621.993,   -86.730,     0.971,     0.446,     0.187
   397.025,   620.267,   -88.701,     0.851,     0.445,     0.185
   397.977,   618.541,   -90.672,     0.781,     0.441,     0.184
   398.929,   616.814,   -92.643,     0.767,     0.406,     0.182
   399.881,   615.088,   -94.615,     0.794,     0.410,     0.180
   400.833,   613.362,   -96.586,     0.738,     0.446,     0.179
   401.785,   611.636,   -98.557,     0.808,     0.443,     0.177
   394.896,   661.032,    -0.000,     0.880,     0.389,     0.189
   396.706,   660.501,    -1.886,     0.901,     0.366,     0.186
   398.516,   659.969,    -3.773,     0.886,     0.381,     0.183
   400.326,   659.438,    -5.659,     0.964,     0.404,     0.179
   402.136,   658.906,    -7.546,     0.970,     0.410,     0.176
   403.946,   658.375,    -9.432,     0.950,     0.393,     0.173
   405.756,   657.844,   -11.318,     0.938,     0.382,     0.170
   407.566,   657.312,   -13.205,     0.939,     0.413,     0.166
   409.376,   656.781,   -15.091,     0.877,     0.379,     0.163
   411.185,   656.249,   -16.978,     0.858,     0.410,     0.160
   412.995,   655.718,   -18.864,     0.851,     0.425,     0.157
   414.805,   655.187,   -20.750,     0.853,     0.437,     0.153
   416.615,   654.655,   -22.637,     0.937,     0.459,     0.150
   418.425,   654.124,   -24.523,     0.930,     0.434,     0.147
   420.235,   653.592,   -26.410,     0.967,     0.458,     0.144
   422.045,   653.061,   -28.296,     0.999,     0.453,     0.140
   423.855,   652.530,   -30.182,     1.058,     0.448,     0.137
   425.665,   651.998,   -32.069,     0.990,     0.443,     0.134
   427.475,   651.467,   -33.955,     1.051,     0.445,     0.131
   429.285,   650.935,   -35.842,     1.023,     0.430,     0.127
   431.095,   650.404,   -37.728,     0.970,     0.459,     0.124
   432.905,   649.872,   -39.614,     0.947,     0.482,     0.121
   434.715,   649.341,   -41.501,     0.939,     0.471,     0.118
   436.525,   648.810,   -43.387,     0.900,     0.469,     0.114
   438.335,   648.278,   -45.273,     0.859,     0.517,     0.111
   440.145,   647.747,   -47.160,     0.899,     0.498,     0.108
   441.955,   647.215,   -49.046,     0.910,     0.490,     0.104
   443.765,   646.684,   -50.933,     0.915,     0.480,     0.101
   445.575,   646.153,   -52.819,     0.930,     0.477,     0.098
   447.385,   645.621,   -54.705,     0.972,     0.516,     0.095
   449.195,   645.090,   -56.592,     1.000,     0.522,     0.091
   451.005,   644.558,   -58.478,     1.163,     0.547,     0.088
   452.815,   644.027,   -60.365,     1.035,     0.503,     0.085
   454.625,   643.495,   -62.251,     0.981,     0.471,     0.082
   456.435,   642.964,   -64.137,     0.946,     0.496,     0.078
   458.245,   642.433,   -66.024,     0.929,     0.483,     0.075
   460.055,   641.901,   -67.910,     0.967,     0.486,     0.072
   461.865,   641.370,   -69.797,     1.081,     0.481,     0.069
   463.675,   640.838,   -71.683,     0.999,     0.439,     0.065
   465.485,   640.307,   -73.569,     0.950,     0.389,     0.062
   467.295,   639.776,   -75.456,     0.975,     0.408,     0.059
   469.105,   639.244,   -77.342,     1.008,     0.449,     0.056
   470.915,   638.713,   -79.229,     1.001,     0.443,     0.052
   472.725,   638.181,   -81.115,     0.941,     0.400,     0.049
   474.535,   637.650,   -83.001,     0.864,     0.487,     0.046
   476.345,   637.118,   -84.888,     0.850,     0.509,     0.043
   478.155,   636.587,   -86.774,     0.816,     0.530,     0.039
   479.965,   636.056,   -88.661,     0.834,     0.484,     0.036
   481.775,   635.524,   -90.547,     0.831,     0.500,     0.033
   483.585,   634.993,   -92.433,     0.821,     0.538,     0.030
   485.395,   634.461,   -94.320,     0.800,     0.566,     0.026
   355.206,   724.756,    -0.000,     0.868,     0.348,     0.261
   353.598,   723.819,    -1.861,     0.931,     0.397,     0.264
   351.989,   722.882,    -3.722,     0.985,     0.407,     0.266
   350.381,   721.946,    -5.584,     0.990,     0.363,     0.269
   348.773,   721.009,    -7.445,     1.049,     0.359,     0.272
   347.164,   720.073,    -9.306,     1.039,     0.381,     0.275
   345.556,   719.136,   -11.167,     1.012,     0.398,     0.278
   343.947,   718.199,   -13.029,     0.974,     0.384,     0.281
   342.339,   717.263,   -14.890,     0.969,     0.386,     0.284
   340.731,   716.326,   -16.751,     0.893,     0.379,     0.287
   339.122,   715.390,   -18.612,     0.841,     0.389,     0.290
   337.514,   714.453,   -20.473,     0.897,     0.383,     0.292
   335.906,   713.516,   -22.335,     0.846,     0.375,     0.295
   334.297,   712.580,   -24.196,     0.816,     0.369,     0.298
   332.689,   711.643,   -26.057,     0.735,     0.339,     0.301
   331.080,   710.707,   -27.918,     0.783,     0.326,     0.304
   329.472,   709.770,   -29.780,     0.935,     0.348,     0.307
   327.864,   708.833,   -31.641,     0.813,     0.349,     0.310
   326.255,   707.897,   -33.502,     0.805,     0.338,     0.313
   324.647,   706.960,   -35.363,     0.816,     0.345,     0.316
   323.038,   706.024,   -37.224,     0.772,     0.337,     0.319
   321.430,   705.087,   -39.086,     0.781,     0.344,     0.321
   319.822,   704.150,   -40.947,     0.790,     0.375,     0.324
